date,zone,crop_type,soil_moisture_%,temperature_C,humidity_%,rainfall_mm,irrigation_applied_mm,growth_stage,month,quarter,season,ET0,water_supply,WSI,IES,drought_risk_score
2022-07-24,Zone_D,Rice,72.71,34.7,91.3,19.04,4.2,Vegetative,7,3,Monsoon,56.62,15.85,7.2,100.0,8.69
2022-07-25,Zone_D,Sugarcane,73.9,34.8,73.6,21.73,5.62,Sowing,7,3,Monsoon,55.88,18.58,6.68,100.0,8.37
2022-07-26,Zone_D,Rice,80.36,25.7,70.7,13.36,0.06,Vegetative,7,3,Monsoon,42.08,9.39,7.77,100.0,5.67
2022-07-27,Zone_B,Sugarcane,63.9,33.2,93.3,24.74,0.79,Sowing,7,3,Monsoon,54.46,17.79,6.73,100.0,8.71
2022-07-28,Zone_B,Sugarcane,65.63,31.5,83.2,27.26,8.81,Sowing,7,3,Monsoon,51.41,24.37,5.26,100.0,7.33
2022-07-29,Zone_A,Wheat,82.18,31.5,83.4,14.33,0.78,Vegetative,7,3,Monsoon,51.42,10.5,7.96,100.0,7.36
2022-07-30,Zone_B,Sugarcane,82.03,26.3,89.5,11.91,7.07,Harvesting,7,3,Monsoon,43.92,12.58,7.14,100.0,5.4
2022-07-31,Zone_B,Sugarcane,84.29,31.5,77.9,10.47,9.2,Flowering,7,3,Monsoon,51.14,12.85,7.49,100.0,6.95
2022-08-01,Zone_B,Wheat,82.06,34.8,82.0,22.84,2.71,Sowing,8,3,Monsoon,56.3,17.61,6.87,100.0,7.81
2022-08-02,Zone_C,Cotton,58.82,34.1,94.2,22.14,3.7,Sowing,8,3,Monsoon,55.86,17.72,6.83,100.0,9.44
2022-08-03,Zone_A,Wheat,79.71,29.4,86.8,20.93,5.69,Harvesting,8,3,Monsoon,48.44,18.06,6.27,100.0,6.08
2022-08-04,Zone_C,Wheat,67.3,25.4,73.8,14.64,8.82,Sowing,8,3,Monsoon,41.79,15.54,6.28,100.0,5.88
2022-08-05,Zone_B,Rice,84.72,28.6,73.3,17.82,9.42,Sowing,8,3,Monsoon,46.57,18.13,6.11,100.0,5.36
2022-08-06,Zone_B,Rice,69.17,33.3,75.1,21.89,7.4,Vegetative,8,3,Monsoon,53.7,19.76,6.32,100.0,8.12
2022-08-07,Zone_A,Wheat,71.62,32.0,89.2,19.94,0.87,Vegetative,8,3,Monsoon,52.46,14.48,7.24,100.0,7.99
2022-08-08,Zone_A,Rice,70.89,29.6,77.4,29.76,6.69,Harvesting,8,3,Monsoon,48.27,24.85,4.85,100.0,6.13
2022-08-09,Zone_D,Wheat,64.65,25.6,70.5,12.73,4.1,Sowing,8,3,Monsoon,41.92,11.37,7.29,100.0,6.65
2022-08-10,Zone_B,Rice,57.25,29.3,93.6,23.9,4.71,Flowering,8,3,Monsoon,48.63,19.56,5.98,100.0,7.7
2022-08-11,Zone_B,Sugarcane,81.87,29.7,74.2,18.09,0.49,Vegetative,8,3,Monsoon,48.26,12.96,7.31,100.0,6.52
2022-08-12,Zone_C,Rice,79.08,34.3,70.2,18.56,1.91,Flowering,8,3,Monsoon,54.96,14.14,7.43,100.0,8.18
2022-08-13,Zone_D,Rice,59.19,31.4,75.9,24.35,7.91,Flowering,8,3,Monsoon,50.9,21.79,5.72,100.0,8.04
2022-08-14,Zone_B,Sugarcane,78.3,28.1,75.9,23.85,4.54,Harvesting,8,3,Monsoon,45.95,19.42,5.77,100.0,5.55
2022-08-15,Zone_C,Wheat,73.78,30.3,80.6,29.83,3.02,Harvesting,8,3,Monsoon,49.48,22.69,5.41,100.0,6.39
2022-08-16,Zone_A,Rice,67.27,25.7,93.0,12.57,3.84,Sowing,8,3,Monsoon,43.2,11.1,7.43,100.0,6.54
2022-08-17,Zone_C,Rice,62.62,34.7,92.0,12.08,8.54,Harvesting,8,3,Monsoon,56.65,13.58,7.6,100.0,9.7
2022-08-18,Zone_B,Sugarcane,80.79,28.6,81.4,24.49,7.49,Vegetative,8,3,Monsoon,46.97,21.64,5.39,100.0,5.31
2022-08-19,Zone_C,Sugarcane,76.01,29.8,80.3,21.57,2.72,Sowing,8,3,Monsoon,48.72,16.73,6.57,100.0,6.64
2022-08-20,Zone_C,Sugarcane,71.43,28.6,83.9,15.48,1.18,Sowing,8,3,Monsoon,47.1,11.54,7.55,100.0,7.14
2022-08-21,Zone_D,Cotton,73.29,31.8,76.1,11.59,2.52,Flowering,8,3,Monsoon,51.5,9.62,8.13,100.0,8.24
2022-08-22,Zone_D,Sugarcane,57.73,31.6,71.3,11.71,9.21,Flowering,8,3,Monsoon,50.96,13.72,7.31,100.0,9.02
2022-08-23,Zone_A,Wheat,69.22,32.2,93.5,27.88,5.82,Flowering,8,3,Monsoon,52.98,23.01,5.66,100.0,7.45
2022-08-24,Zone_D,Rice,60.81,27.7,74.7,13.84,5.33,Sowing,8,3,Monsoon,45.28,12.89,7.15,100.0,7.52
2022-08-25,Zone_C,Rice,61.25,28.2,75.0,16.47,5.96,Harvesting,8,3,Monsoon,46.05,15.1,6.72,100.0,7.42
2022-08-26,Zone_D,Cotton,74.84,26.3,81.8,14.53,3.66,Harvesting,8,3,Monsoon,43.54,12.37,7.16,100.0,5.98
2022-08-27,Zone_B,Rice,82.34,31.6,82.3,17.1,8.07,Harvesting,8,3,Monsoon,51.52,16.81,6.74,100.0,6.76
2022-08-28,Zone_C,Rice,67.11,25.4,70.5,11.39,5.23,Sowing,8,3,Monsoon,41.62,11.11,7.33,100.0,6.42
2022-08-29,Zone_C,Wheat,61.23,31.0,73.7,20.38,1.17,Sowing,8,3,Monsoon,50.18,14.97,7.02,100.0,8.41
2022-08-30,Zone_C,Rice,74.46,33.7,79.5,11.35,1.29,Sowing,8,3,Monsoon,54.53,8.72,8.4,100.0,8.85
2022-08-31,Zone_B,Wheat,81.14,33.9,87.1,26.01,5.37,Sowing,8,3,Monsoon,55.2,21.43,6.12,100.0,7.24
2022-09-01,Zone_C,Cotton,77.45,29.5,75.7,14.67,9.37,Sowing,9,3,Post-Monsoon,48.04,15.89,6.69,100.0,6.5
2022-09-02,Zone_D,Wheat,81.06,29.6,80.6,20.8,3.08,Harvesting,9,3,Post-Monsoon,48.43,16.41,6.61,100.0,6.2
2022-09-03,Zone_B,Sugarcane,71.1,25.8,83.9,27.6,8.7,Sowing,9,3,Post-Monsoon,42.9,24.54,4.28,100.0,4.69
2022-09-04,Zone_C,Sugarcane,77.56,31.7,92.2,23.02,7.64,Harvesting,9,3,Post-Monsoon,52.16,20.7,6.03,100.0,6.82
2022-09-05,Zone_D,Cotton,59.2,33.2,78.2,20.66,2.48,Sowing,9,3,Post-Monsoon,53.71,15.95,7.03,100.0,9.24
2022-09-06,Zone_D,Rice,65.45,27.4,73.3,16.49,0.36,Harvesting,9,3,Post-Monsoon,44.76,11.76,7.37,100.0,7.17
2022-09-07,Zone_A,Wheat,66.69,29.2,82.2,16.66,1.02,Vegetative,9,3,Post-Monsoon,47.91,12.27,7.44,100.0,7.64
2022-09-08,Zone_D,Sugarcane,70.34,33.4,88.7,23.39,7.28,Vegetative,9,3,Post-Monsoon,54.54,20.74,6.2,100.0,7.99
2022-09-09,Zone_D,Wheat,82.87,33.8,72.7,29.88,2.0,Harvesting,9,3,Post-Monsoon,54.33,22.12,5.93,100.0,6.98
2022-09-10,Zone_A,Sugarcane,81.23,27.4,80.6,23.24,3.71,Vegetative,9,3,Post-Monsoon,45.13,18.49,5.9,100.0,5.17
2022-09-11,Zone_A,Wheat,59.04,30.5,70.4,21.16,5.02,Vegetative,9,3,Post-Monsoon,49.27,17.82,6.38,100.0,8.12
2022-09-12,Zone_B,Rice,60.18,26.9,70.8,24.61,7.25,Harvesting,9,3,Post-Monsoon,43.89,21.58,5.08,100.0,6.3
2022-09-13,Zone_D,Cotton,65.73,26.0,82.1,19.3,1.13,Sowing,9,3,Post-Monsoon,43.1,14.19,6.71,100.0,6.4
2022-09-14,Zone_B,Rice,63.72,34.1,77.5,11.2,4.06,Sowing,9,3,Post-Monsoon,55.03,10.28,8.13,100.0,9.7
2022-09-15,Zone_B,Wheat,73.44,33.2,91.1,21.25,4.85,Harvesting,9,3,Post-Monsoon,54.36,17.78,6.73,100.0,7.95
2022-09-16,Zone_C,Sugarcane,82.08,32.6,85.1,29.15,5.41,Flowering,9,3,Post-Monsoon,53.16,23.65,5.55,100.0,6.49
2022-09-17,Zone_B,Sugarcane,83.87,25.5,81.3,13.51,8.18,Flowering,9,3,Post-Monsoon,42.32,14.36,6.61,100.0,4.75
2022-09-18,Zone_B,Cotton,74.61,33.4,80.2,23.8,1.72,Vegetative,9,3,Post-Monsoon,54.11,17.69,6.73,100.0,7.92
2022-09-19,Zone_B,Rice,80.14,29.4,82.4,14.02,8.08,Flowering,9,3,Post-Monsoon,48.22,14.66,6.96,100.0,6.39
2022-09-20,Zone_B,Rice,70.76,28.4,71.0,20.72,6.93,Vegetative,9,3,Post-Monsoon,46.15,18.66,5.96,100.0,6.34
2022-09-21,Zone_A,Rice,61.25,30.5,92.3,11.93,5.56,Sowing,9,3,Post-Monsoon,50.36,11.69,7.68,100.0,8.59
2022-09-22,Zone_D,Sugarcane,70.74,25.9,95.0,19.01,7.0,Harvesting,9,3,Post-Monsoon,43.6,17.51,5.98,100.0,5.6
2022-09-23,Zone_C,Cotton,71.65,32.6,74.5,25.12,4.12,Sowing,9,3,Post-Monsoon,52.63,20.06,6.19,100.0,7.64
2022-09-24,Zone_A,Sugarcane,77.27,30.8,73.0,16.95,1.38,Harvesting,9,3,Post-Monsoon,49.85,12.69,7.45,100.0,7.28
2022-09-25,Zone_C,Rice,61.6,26.9,73.6,23.3,6.66,Flowering,9,3,Post-Monsoon,44.03,20.31,5.39,100.0,6.34
2022-09-26,Zone_C,Wheat,66.05,26.9,86.5,25.91,5.25,Sowing,9,3,Post-Monsoon,44.68,21.29,5.24,100.0,5.91
2022-09-27,Zone_A,Sugarcane,65.92,26.8,86.5,28.54,6.39,Sowing,9,3,Post-Monsoon,44.53,23.81,4.65,100.0,5.59
2022-09-28,Zone_B,Cotton,83.78,25.6,91.2,14.69,3.38,Vegetative,9,3,Post-Monsoon,42.96,12.31,7.13,100.0,5.04
2022-09-29,Zone_A,Rice,68.32,30.9,88.8,17.99,9.07,Harvesting,9,3,Post-Monsoon,50.79,18.03,6.45,100.0,7.53
2022-09-30,Zone_C,Wheat,77.65,33.4,81.2,13.05,5.87,Flowering,9,3,Post-Monsoon,54.16,12.66,7.66,100.0,8.14
2022-10-01,Zone_C,Sugarcane,49.45,25.2,54.5,7.7,19.1,Sowing,10,4,Post-Monsoon,40.52,16.85,5.84,100.0,7.02
2022-10-02,Zone_B,Wheat,47.02,25.5,52.4,6.22,19.06,Harvesting,10,4,Post-Monsoon,40.87,15.79,6.14,100.0,7.46
2022-10-03,Zone_A,Wheat,64.59,30.7,48.6,3.79,22.41,Flowering,10,4,Post-Monsoon,48.48,16.1,6.68,100.0,7.88
2022-10-04,Zone_D,Cotton,59.63,33.2,56.9,2.63,16.38,Sowing,10,4,Post-Monsoon,52.64,11.67,7.78,100.0,9.58
2022-10-05,Zone_C,Sugarcane,48.05,28.3,56.5,6.69,14.13,Harvesting,10,4,Post-Monsoon,45.28,13.16,7.09,100.0,8.69
2022-10-06,Zone_A,Cotton,56.82,28.5,51.6,5.86,13.98,Vegetative,10,4,Post-Monsoon,45.33,12.49,7.24,100.0,8.12
2022-10-07,Zone_B,Rice,43.09,31.0,57.5,2.29,18.04,Sowing,10,4,Post-Monsoon,49.38,12.43,7.48,100.0,10.09
2022-10-08,Zone_B,Wheat,38.01,27.7,41.7,4.16,16.74,Harvesting,10,4,Post-Monsoon,43.64,12.96,7.03,100.0,9.28
2022-10-09,Zone_D,Cotton,45.57,25.3,60.8,7.74,16.6,Flowering,10,4,Post-Monsoon,40.99,15.38,6.25,100.0,7.57
2022-10-10,Zone_C,Cotton,47.09,32.4,51.5,5.0,11.37,Flowering,10,4,Post-Monsoon,51.18,10.32,7.98,100.0,10.44
2022-10-11,Zone_D,Rice,35.5,31.3,58.8,4.6,20.78,Vegetative,10,4,Post-Monsoon,49.89,15.69,6.86,100.0,10.48
2022-10-12,Zone_D,Sugarcane,59.44,30.8,49.1,4.75,13.21,Sowing,10,4,Post-Monsoon,48.66,11.25,7.69,100.0,8.83
2022-10-13,Zone_D,Cotton,45.78,32.4,37.6,3.25,12.95,Vegetative,10,4,Post-Monsoon,50.48,10.04,8.01,100.0,10.56
2022-10-14,Zone_D,Wheat,52.41,31.8,49.0,4.21,16.19,Harvesting,10,4,Post-Monsoon,50.15,12.66,7.48,100.0,9.59
2022-10-15,Zone_B,Wheat,37.22,27.1,43.0,4.22,13.42,Flowering,10,4,Post-Monsoon,42.8,11.01,7.43,100.0,9.37
2022-10-16,Zone_C,Wheat,40.25,28.5,54.4,2.31,18.76,Vegetative,10,4,Post-Monsoon,45.47,12.87,7.17,100.0,9.42
2022-10-17,Zone_D,Wheat,61.69,26.3,46.7,6.61,15.57,Sowing,10,4,Post-Monsoon,41.78,13.97,6.66,100.0,6.78
2022-10-18,Zone_C,Cotton,53.26,26.3,59.3,4.5,16.73,Harvesting,10,4,Post-Monsoon,42.42,13.19,6.89,100.0,7.57
2022-10-19,Zone_B,Wheat,63.51,31.8,53.7,6.93,18.06,Sowing,10,4,Post-Monsoon,50.39,15.69,6.89,100.0,8.4
2022-10-20,Zone_B,Cotton,64.96,33.6,54.0,7.1,13.05,Vegetative,10,4,Post-Monsoon,53.1,12.8,7.59,100.0,9.18
2022-10-21,Zone_A,Sugarcane,46.16,34.6,37.6,3.27,12.34,Flowering,10,4,Post-Monsoon,53.78,9.69,8.2,100.0,11.29
2022-10-22,Zone_A,Wheat,43.96,31.3,64.4,5.94,23.21,Flowering,10,4,Post-Monsoon,50.17,18.08,6.4,100.0,9.57
2022-10-23,Zone_C,Sugarcane,60.75,26.8,59.5,4.83,16.51,Vegetative,10,4,Post-Monsoon,43.18,13.29,6.92,100.0,7.14
2022-10-24,Zone_A,Cotton,64.96,26.1,57.6,7.28,16.18,Sowing,10,4,Post-Monsoon,42.03,14.8,6.48,100.0,6.37
2022-10-25,Zone_D,Rice,53.89,33.1,41.6,3.29,10.53,Sowing,10,4,Post-Monsoon,51.73,8.62,8.33,100.0,10.28
2022-10-26,Zone_C,Sugarcane,58.85,30.8,48.7,6.07,17.47,Sowing,10,4,Post-Monsoon,48.64,14.73,6.97,100.0,8.52
2022-10-27,Zone_B,Wheat,58.45,31.2,34.8,5.65,18.31,Sowing,10,4,Post-Monsoon,48.54,14.94,6.92,100.0,8.64
2022-10-28,Zone_B,Rice,45.66,32.8,48.8,3.77,18.38,Flowering,10,4,Post-Monsoon,51.64,13.67,7.35,100.0,10.36
2022-10-29,Zone_D,Sugarcane,52.23,32.0,35.1,2.82,20.61,Sowing,10,4,Post-Monsoon,49.76,14.34,7.12,100.0,9.48
2022-10-30,Zone_A,Cotton,59.99,33.3,49.4,5.91,12.66,Vegetative,10,4,Post-Monsoon,52.42,11.73,7.76,100.0,9.57
2022-10-31,Zone_C,Cotton,55.64,25.6,52.7,6.43,13.78,Vegetative,10,4,Post-Monsoon,41.04,12.77,6.89,100.0,7.17
2022-11-01,Zone_C,Cotton,35.63,32.5,43.7,3.89,22.16,Vegetative,11,4,Post-Monsoon,50.94,16.02,6.86,100.0,10.83
2022-11-02,Zone_D,Sugarcane,45.1,33.5,47.4,5.87,24.21,Vegetative,11,4,Post-Monsoon,52.62,18.63,6.46,100.0,10.17
2022-11-03,Zone_A,Cotton,39.33,27.9,60.6,4.37,12.04,Sowing,11,4,Post-Monsoon,44.88,10.28,7.71,100.0,9.58
2022-11-04,Zone_C,Sugarcane,41.99,31.4,33.8,6.28,17.46,Flowering,11,4,Post-Monsoon,48.79,14.87,6.95,100.0,10.04
2022-11-05,Zone_D,Wheat,62.16,28.1,57.7,3.2,13.21,Harvesting,11,4,Post-Monsoon,45.04,10.17,7.74,100.0,7.83
2022-11-06,Zone_C,Wheat,36.11,34.6,36.0,7.34,10.9,Sowing,11,4,Post-Monsoon,53.7,11.68,7.82,100.0,11.9
2022-11-07,Zone_B,Sugarcane,41.59,25.3,31.3,3.72,14.88,Harvesting,11,4,Post-Monsoon,39.52,11.53,7.08,100.0,8.3
2022-11-08,Zone_C,Sugarcane,44.29,30.8,36.5,4.21,12.16,Flowering,11,4,Post-Monsoon,48.03,10.24,7.87,100.0,10.13
2022-11-09,Zone_C,Rice,53.51,26.7,56.8,2.35,20.65,Sowing,11,4,Post-Monsoon,42.89,14.03,6.73,100.0,7.59
2022-11-10,Zone_C,Cotton,51.02,32.1,44.2,2.67,18.01,Harvesting,11,4,Post-Monsoon,50.36,12.68,7.48,100.0,9.79
2022-11-11,Zone_A,Wheat,41.55,26.8,60.5,5.1,12.16,Flowering,11,4,Post-Monsoon,43.22,10.87,7.48,100.0,8.96
2022-11-12,Zone_A,Wheat,39.93,27.4,48.4,3.61,10.14,Harvesting,11,4,Post-Monsoon,43.52,8.61,8.02,100.0,9.54
2022-11-13,Zone_D,Rice,42.1,29.9,30.8,7.01,22.12,Vegetative,11,4,Post-Monsoon,46.39,18.18,6.08,100.0,9.14
2022-11-14,Zone_A,Sugarcane,50.08,34.1,55.1,2.09,12.64,Vegetative,11,4,Post-Monsoon,53.91,9.05,8.32,100.0,10.88
2022-11-15,Zone_C,Sugarcane,43.14,27.1,33.9,4.27,19.09,Flowering,11,4,Post-Monsoon,42.35,14.44,6.59,100.0,8.47
2022-11-16,Zone_C,Rice,63.43,26.4,57.6,4.02,15.05,Flowering,11,4,Post-Monsoon,42.48,11.84,7.21,100.0,6.95
2022-11-17,Zone_A,Cotton,48.92,32.6,35.9,2.12,18.78,Harvesting,11,4,Post-Monsoon,50.7,12.75,7.49,100.0,10.11
2022-11-18,Zone_A,Sugarcane,36.76,30.0,42.1,2.75,14.73,Flowering,11,4,Post-Monsoon,47.1,10.76,7.72,100.0,10.42
2022-11-19,Zone_C,Sugarcane,56.88,34.1,56.6,4.48,11.3,Vegetative,11,4,Post-Monsoon,53.98,9.92,8.16,100.0,10.26
2022-11-20,Zone_C,Cotton,44.87,26.5,63.4,4.96,13.34,Vegetative,11,4,Post-Monsoon,42.92,11.48,7.33,100.0,8.53
2022-11-21,Zone_B,Cotton,54.6,31.5,43.0,4.43,12.82,Sowing,11,4,Post-Monsoon,49.4,10.79,7.82,100.0,9.49
2022-11-22,Zone_D,Rice,43.39,27.3,59.0,5.19,16.42,Harvesting,11,4,Post-Monsoon,43.9,13.48,6.93,100.0,8.68
2022-11-23,Zone_A,Rice,52.12,26.6,36.7,5.57,19.87,Flowering,11,4,Post-Monsoon,41.74,15.82,6.21,100.0,7.42
2022-11-24,Zone_D,Rice,58.16,31.8,58.3,2.06,13.96,Flowering,11,4,Post-Monsoon,50.62,9.82,8.06,100.0,9.42
2022-11-25,Zone_C,Sugarcane,62.84,30.9,53.0,4.78,10.18,Flowering,11,4,Post-Monsoon,49.0,9.45,8.07,100.0,8.78
2022-11-26,Zone_D,Rice,42.83,32.5,36.7,7.78,17.78,Harvesting,11,4,Post-Monsoon,50.58,16.11,6.81,100.0,10.23
2022-11-27,Zone_A,Sugarcane,45.05,28.1,40.6,5.11,19.09,Vegetative,11,4,Post-Monsoon,44.18,15.03,6.6,100.0,8.63
2022-11-28,Zone_A,Wheat,48.93,29.5,34.6,6.07,24.44,Flowering,11,4,Post-Monsoon,45.98,18.91,5.89,100.0,8.38
2022-11-29,Zone_D,Cotton,62.82,29.1,43.4,3.87,18.84,Flowering,11,4,Post-Monsoon,45.82,14.01,6.94,100.0,7.67
2022-11-30,Zone_A,Cotton,62.04,34.8,37.1,6.64,17.07,Vegetative,11,4,Post-Monsoon,54.05,14.89,7.25,100.0,9.6
2022-12-01,Zone_B,Wheat,37.7,21.8,52.5,6.64,18.6,Flowering,12,4,Winter,35.33,15.81,5.53,100.0,7.75
2022-12-02,Zone_C,Rice,38.96,13.0,64.8,5.13,23.92,Sowing,12,4,Winter,22.74,17.94,2.11,100.0,5.94
2022-12-03,Zone_C,Sugarcane,49.87,10.9,30.4,7.86,22.43,Vegetative,12,4,Winter,17.87,18.96,0.0,94.25,4.01
2022-12-04,Zone_A,Sugarcane,38.2,18.0,48.9,2.75,14.84,Vegetative,12,4,Winter,29.44,10.83,6.32,100.0,8.1
2022-12-05,Zone_C,Sugarcane,45.37,17.1,50.1,2.1,13.56,Vegetative,12,4,Winter,28.16,9.61,6.59,100.0,7.67
2022-12-06,Zone_B,Cotton,39.45,15.0,62.0,6.62,13.94,Sowing,12,4,Winter,25.6,13.0,4.92,100.0,7.3
2022-12-07,Zone_A,Rice,54.08,15.1,47.7,6.84,17.57,Vegetative,12,4,Winter,25.04,15.33,3.88,100.0,5.61
2022-12-08,Zone_B,Sugarcane,63.48,19.4,49.0,2.72,21.16,Harvesting,12,4,Winter,31.55,14.6,5.37,100.0,5.61
2022-12-09,Zone_B,Sugarcane,64.9,12.3,46.5,3.59,17.55,Harvesting,12,4,Winter,20.78,13.04,3.72,100.0,4.67
2022-12-10,Zone_C,Sugarcane,46.26,19.8,39.4,2.11,11.02,Harvesting,12,4,Winter,31.67,8.09,7.45,100.0,8.02
2022-12-11,Zone_C,Wheat,52.97,17.8,32.0,3.76,20.85,Vegetative,12,4,Winter,28.3,15.14,4.65,100.0,6.09
2022-12-12,Zone_D,Sugarcane,60.69,15.0,44.3,6.64,22.09,Vegetative,12,4,Winter,24.72,17.9,2.76,100.0,4.52
2022-12-13,Zone_B,Wheat,38.52,15.5,31.8,5.11,14.34,Vegetative,12,4,Winter,24.84,12.18,5.1,100.0,7.47
2022-12-14,Zone_C,Sugarcane,55.69,13.1,49.3,4.09,19.96,Sowing,12,4,Winter,22.12,14.84,3.29,100.0,5.19
2022-12-15,Zone_B,Sugarcane,47.27,19.0,40.8,4.23,16.4,Harvesting,12,4,Winter,30.54,12.8,5.81,100.0,7.12
2022-12-16,Zone_D,Sugarcane,41.18,16.2,48.7,2.01,23.34,Flowering,12,4,Winter,26.74,15.41,4.24,100.0,6.83
2022-12-17,Zone_B,Wheat,47.08,13.9,34.7,3.8,22.68,Flowering,12,4,Winter,22.58,16.27,2.79,100.0,5.63
2022-12-18,Zone_A,Sugarcane,37.28,17.2,62.6,5.88,17.88,Vegetative,12,4,Winter,28.93,14.84,4.87,100.0,7.45
2022-12-19,Zone_D,Rice,55.86,21.9,61.3,7.85,20.37,Sowing,12,4,Winter,35.91,17.72,5.07,100.0,6.07
2022-12-20,Zone_D,Sugarcane,42.58,15.2,36.6,7.08,23.25,Vegetative,12,4,Winter,24.63,18.91,2.32,100.0,5.75
2022-12-21,Zone_B,Wheat,44.34,21.0,42.0,2.14,17.44,Flowering,12,4,Winter,33.6,11.96,6.44,100.0,7.67
2022-12-22,Zone_B,Wheat,38.63,14.1,51.5,7.39,14.7,Harvesting,12,4,Winter,23.72,13.99,4.1,100.0,6.96
2022-12-23,Zone_C,Rice,60.94,10.7,33.3,6.7,21.3,Flowering,12,4,Winter,17.71,17.47,0.14,100.0,3.19
2022-12-24,Zone_A,Cotton,49.8,12.5,42.4,6.68,13.3,Harvesting,12,4,Winter,20.87,12.66,3.93,100.0,5.98
2022-12-25,Zone_D,Rice,52.16,15.0,38.8,4.75,15.83,Harvesting,12,4,Winter,24.44,12.82,4.75,100.0,6.2
2022-12-26,Zone_D,Rice,52.08,12.6,62.0,4.39,22.99,Sowing,12,4,Winter,22.0,16.87,2.33,100.0,5.0
2022-12-27,Zone_D,Wheat,47.31,10.0,59.8,3.82,20.87,Flowering,12,4,Winter,17.99,15.2,1.55,100.0,4.99
2022-12-28,Zone_C,Sugarcane,40.78,21.0,50.3,2.39,16.06,Vegetative,12,4,Winter,34.02,11.31,6.68,100.0,8.08
2022-12-29,Zone_A,Sugarcane,57.35,20.1,48.2,3.37,13.22,Sowing,12,4,Winter,32.56,10.29,6.84,100.0,6.83
2022-12-30,Zone_D,Cotton,38.81,18.9,62.6,3.48,15.34,Harvesting,12,4,Winter,31.48,11.64,6.3,100.0,8.05
2022-12-31,Zone_D,Cotton,38.12,12.0,62.6,4.9,14.26,Flowering,12,4,Winter,21.13,11.99,4.33,100.0,7.12
2023-01-01,Zone_C,Cotton,56.3,11.4,63.9,6.48,12.64,Vegetative,1,1,Winter,20.3,12.12,4.03,100.0,5.51
2023-01-02,Zone_B,Cotton,41.27,10.8,34.4,4.84,21.15,Sowing,1,1,Winter,17.92,16.08,1.03,100.0,5.21
2023-01-03,Zone_D,Rice,44.2,18.7,35.6,2.35,13.78,Vegetative,1,1,Winter,29.83,9.91,6.68,100.0,7.8
2023-01-04,Zone_A,Rice,49.26,21.1,53.7,7.75,16.81,Flowering,1,1,Winter,34.34,15.51,5.48,100.0,6.8
2023-01-05,Zone_A,Sugarcane,48.48,15.2,49.0,7.66,15.79,Vegetative,1,1,Winter,25.25,14.84,4.12,100.0,6.18
2023-01-06,Zone_A,Rice,56.26,11.4,30.6,6.71,24.73,Sowing,1,1,Winter,18.63,19.54,0.0,95.34,3.5
2023-01-07,Zone_A,Sugarcane,53.7,16.1,32.2,7.95,15.87,Vegetative,1,1,Winter,25.76,15.09,4.14,100.0,5.77
2023-01-08,Zone_C,Sugarcane,54.33,14.2,61.1,5.27,11.2,Flowering,1,1,Winter,24.35,10.41,5.72,100.0,6.51
2023-01-09,Zone_D,Sugarcane,56.42,14.5,60.4,7.78,11.35,Sowing,1,1,Winter,24.77,12.26,5.05,100.0,6.01
2023-01-10,Zone_C,Sugarcane,43.78,17.5,42.5,2.45,18.86,Harvesting,1,1,Winter,28.38,13.03,5.41,100.0,7.2
2023-01-11,Zone_A,Wheat,44.67,18.6,61.2,4.19,18.99,Sowing,1,1,Winter,30.96,14.33,5.37,100.0,7.11
2023-01-12,Zone_A,Sugarcane,48.14,11.3,50.8,3.35,16.28,Flowering,1,1,Winter,19.49,12.11,3.79,100.0,6.04
2023-01-13,Zone_A,Rice,44.22,10.4,58.2,3.17,16.48,Vegetative,1,1,Winter,18.51,12.11,3.46,100.0,6.19
2023-01-14,Zone_C,Rice,64.55,21.9,45.0,2.84,10.81,Harvesting,1,1,Winter,35.1,8.47,7.59,100.0,6.63
2023-01-15,Zone_A,Rice,59.42,12.8,34.0,5.73,17.75,Harvesting,1,1,Winter,20.9,14.66,2.99,100.0,4.74
2023-01-16,Zone_D,Rice,39.94,10.6,45.2,6.69,17.57,Vegetative,1,1,Winter,18.16,15.22,1.62,100.0,5.61
2023-01-17,Zone_A,Wheat,35.17,12.3,46.0,5.47,12.24,Flowering,1,1,Winter,20.75,11.17,4.62,100.0,7.5
2023-01-18,Zone_D,Cotton,36.28,10.5,49.3,2.88,11.56,Sowing,1,1,Winter,18.22,8.95,5.09,100.0,7.64
2023-01-19,Zone_D,Cotton,42.32,14.7,33.7,6.87,11.85,Flowering,1,1,Winter,23.73,11.92,4.98,100.0,7.1
2023-01-20,Zone_A,Sugarcane,38.43,19.6,64.7,5.82,11.52,Harvesting,1,1,Winter,32.64,10.99,6.63,100.0,8.24
2023-01-21,Zone_C,Sugarcane,51.0,14.1,38.5,4.33,19.15,Sowing,1,1,Winter,23.08,14.52,3.71,100.0,5.78
2023-01-22,Zone_B,Rice,60.74,15.3,36.9,6.04,12.95,Sowing,1,1,Winter,24.8,12.0,5.16,100.0,5.72
2023-01-23,Zone_B,Rice,57.1,18.1,48.4,3.56,13.77,Vegetative,1,1,Winter,29.57,10.75,6.36,100.0,6.61
2023-01-24,Zone_D,Cotton,41.47,16.1,48.8,4.07,12.6,Flowering,1,1,Winter,26.59,10.41,6.08,100.0,7.72
2023-01-25,Zone_C,Cotton,46.98,20.3,45.4,7.5,24.37,Sowing,1,1,Winter,32.72,19.87,3.93,100.0,6.21
